Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID
Amazon.com,ORD917436,2024-10-15,PO37077,USD,309.27,55.19,36.65,47.71,2850.75,2783.43,496.71,B0228356,Refurbished,9,Credit Card,Delivered,In Transit,2025-03-02,Same-Day,"903 Main St, City 42, USA","917 Elm St, City 93, USA",DHL - TRK380453,Product-296,,Alice,Emma Smith,SN921330,SP-8540
Best Buy,ORD305665,2024-11-01,PO58241,AUD,305.1,51.43,11.99,30.16,2284.59,2135.7,360.01,B0487456,New,7,Debit Card,Cancelled,In Transit,2025-03-13,Two-Day,"884 Main St, City 4, USA","763 Elm St, City 43, USA",UPS - TRK766201,Product-392,,Alice,,SN602059,SP-7965
Best Buy,ORD262071,2024-08-24,PO37671,USD,69.15,7.42,5.93,0.19,458.28,414.9,44.52,B0934264,Used - Acceptable,6,Gift Card,Cancelled,Delivered,2025-03-07,Same-Day,"718 Main St, City 3, USA","723 Elm St, City 31, USA",UPS - TRK402743,Product-426,Enjoy your gift!,Bob,John Doe,SN715302,SP-3227
Best Buy,ORD356841,2024-10-13,PO51249,INR,41.44,5.38,49.39,11.1,107.16,124.32,16.14,B0281063,Refurbished,3,Gift Card,Delivered,Delivered,2025-03-18,Expedited,"321 Main St, City 5, USA","119 Elm St, City 96, USA",Amazon Logistics - TRK395010,Product-115,Enjoy your gift!,,,SN494886,SP-3619
Walmart,ORD910121,2025-01-14,PO78377,AUD,410.39,69.13,40.46,7.22,4250.7,3693.51,622.17,B0482901,Used - Like New,9,Debit Card,Shipped,Returned,2025-02-20,Same-Day,"434 Main St, City 85, USA","977 Elm St, City 92, USA",Amazon Logistics - TRK369168,Product-96,,,John Doe,SN145730,SP-9260
Amazon.com,ORD935729,2024-08-17,PO83355,AUD,124.69,18.46,8.23,33.35,1098.0,1246.9,184.6,B0861163,Used - Acceptable,10,Credit Card,Cancelled,Pending,2025-02-20,Two-Day,"552 Main St, City 56, USA","572 Elm St, City 92, USA",FedEx - TRK197143,Product-63,,Alice,Emma Smith,SN742672,SP-3091
Best Buy,ORD248421,2024-08-30,PO46526,EUR,461.22,52.12,46.93,40.72,1890.48,1844.88,208.48,B0886742,New,4,Gift Card,Delivered,Delivered,2025-02-26,Two-Day,"109 Main St, City 78, USA","611 Elm St, City 50, USA",DHL - TRK168361,Product-480,Happy Birthday!,Bob,John Doe,SN664895,SP-9826
eBay,ORD118923,2024-09-07,PO42336,EUR,21.75,1.56,6.27,3.95,19.36,21.75,1.56,B0547657,New,1,Credit Card,Shipped,Delivered,2025-03-16,Expedited,"593 Main St, City 29, USA","814 Elm St, City 48, USA",FedEx - TRK357413,Product-253,Enjoy your gift!,Charlie,John Doe,SN907027,SP-1429
Best Buy,ORD557123,2025-01-24,PO19658,USD,101.86,14.45,36.75,25.97,361.36,407.44,57.8,B0975928,Used - Acceptable,4,Gift Card,Cancelled,In Transit,2025-02-22,Two-Day,"972 Main St, City 50, USA","521 Elm St, City 51, USA",UPS - TRK970490,Product-272,Enjoy your gift!,Charlie,John Doe,SN869781,SP-9203
Best Buy,ORD434750,2024-04-02,PO28100,AUD,373.56,50.44,21.5,96.35,1310.6,1494.24,201.76,B0663202,New,4,Gift Card,Cancelled,Returned,2025-03-14,Two-Day,"894 Main St, City 2, USA","520 Elm St, City 10, USA",UPS - TRK248344,Product-360,Enjoy your gift!,,,SN431549,SP-6105
Amazon.com,ORD326172,2024-12-20,PO81391,INR,39.33,3.44,28.47,1.32,373.05,353.97,30.96,B0653440,Refurbished,9,Debit Card,Pending,Pending,2025-03-20,Standard,"396 Main St, City 29, USA","959 Elm St, City 9, USA",USPS - TRK570729,Product-264,,Charlie,,SN397918,SP-4172
eBay,ORD655257,2024-09-18,PO31958,INR,332.9,44.39,22.15,3.23,2992.48,2663.2,355.12,B0587562,Refurbished,8,Gift Card,Pending,Delivered,2025-03-04,Standard,"447 Main St, City 18, USA","689 Elm St, City 61, USA",USPS - TRK262135,Product-384,,Bob,,SN313012,SP-8021
Walmart,ORD113719,2024-05-20,PO70084,GBP,396.57,38.35,21.72,28.11,4068.1,3965.7,383.5,B0676031,Used - Acceptable,10,Credit Card,Cancelled,Pending,2025-03-17,Expedited,"423 Main St, City 38, USA","837 Elm St, City 64, USA",Amazon Logistics - TRK723352,Product-365,Enjoy your gift!,Bob,,SN844008,SP-8127
Walmart,ORD994486,2024-05-28,PO39590,INR,212.63,23.32,31.31,0.97,469.96,425.26,46.64,B0530482,Used - Acceptable,2,Gift Card,Pending,Returned,2025-03-16,Two-Day,"936 Main St, City 21, USA","142 Elm St, City 64, USA",DHL - TRK171714,Product-69,Enjoy your gift!,Charlie,John Doe,SN703745,SP-7705
Best Buy,ORD446615,2024-06-12,PO27000,INR,484.56,73.77,35.13,5.91,552.42,484.56,73.77,B0683659,New,1,Gift Card,Cancelled,Returned,2025-03-15,Expedited,"232 Main St, City 82, USA","498 Elm St, City 9, USA",Amazon Logistics - TRK934297,Product-320,Enjoy your gift!,Charlie,Emma Smith,SN465489,SP-3757
Target,ORD926869,2024-08-26,PO60915,USD,61.37,7.88,34.54,16.66,525.9,613.7,78.8,B0203916,Refurbished,10,Gift Card,Pending,Delivered,2025-03-09,Same-Day,"483 Main St, City 81, USA","148 Elm St, City 68, USA",Amazon Logistics - TRK482483,Product-335,,Alice,John Doe,SN624506,SP-1989
Amazon.com,ORD772182,2024-09-20,PO40253,USD,7.88,0.95,38.84,1.02,46.86,47.28,5.7,B0919363,Refurbished,6,Gift Card,Pending,Pending,2025-03-04,Same-Day,"585 Main St, City 41, USA","106 Elm St, City 11, USA",FedEx - TRK915325,Product-314,Happy Birthday!,Bob,John Doe,SN138846,SP-7996
Target,ORD217136,2024-04-12,PO13516,GBP,348.49,58.13,38.0,35.16,2971.68,2787.92,465.04,B0333784,New,8,Gift Card,Pending,Pending,2025-03-10,Standard,"736 Main St, City 63, USA","278 Elm St, City 43, USA",USPS - TRK455034,Product-269,Happy Birthday!,Alice,John Doe,SN431833,SP-7732
Amazon.com,ORD121299,2024-06-04,PO51493,EUR,307.36,27.74,35.17,75.31,519.58,614.72,55.48,B0845938,New,2,Gift Card,Delivered,Delivered,2025-02-23,Expedited,"529 Main St, City 6, USA","535 Elm St, City 82, USA",USPS - TRK372549,Product-386,Enjoy your gift!,Bob,John Doe,SN730134,SP-8160
Best Buy,ORD907387,2024-09-04,PO43615,AUD,361.17,27.68,43.6,15.9,3729.5,3611.7,276.8,B0699698,New,10,Debit Card,Pending,Pending,2025-02-23,Standard,"710 Main St, City 15, USA","892 Elm St, City 20, USA",DHL - TRK898170,Product-328,,Bob,Emma Smith,SN194662,SP-8938
Amazon.com,ORD751524,2024-03-31,PO23057,EUR,61.47,10.79,9.28,1.35,709.1,614.7,107.9,B0330904,Refurbished,10,Debit Card,Cancelled,Pending,2025-03-21,Expedited,"834 Main St, City 97, USA","375 Elm St, City 37, USA",FedEx - TRK153073,Product-464,,,John Doe,SN300320,SP-4733
eBay,ORD902354,2024-05-28,PO53986,INR,145.09,11.2,13.58,16.16,1261.17,1305.81,100.8,B0367398,Used - Acceptable,9,Debit Card,Cancelled,In Transit,2025-03-02,Standard,"922 Main St, City 40, USA","163 Elm St, City 93, USA",DHL - TRK999653,Product-463,Happy Birthday!,Charlie,John Doe,SN364242,SP-8778
Amazon.com,ORD807850,2024-10-25,PO68498,GBP,180.85,12.19,13.53,2.69,1713.15,1627.65,109.71,B0388977,Refurbished,9,Gift Card,Shipped,Pending,2025-03-01,Two-Day,"563 Main St, City 63, USA","394 Elm St, City 96, USA",UPS - TRK998287,Product-424,,,John Doe,SN799289,SP-4604
eBay,ORD871060,2024-04-12,PO34319,AUD,5.19,0.27,44.83,0.61,14.55,15.57,0.81,B0811036,New,3,PayPal,Cancelled,In Transit,2025-02-21,Same-Day,"772 Main St, City 81, USA","786 Elm St, City 8, USA",DHL - TRK754202,Product-152,,Charlie,John Doe,SN619797,SP-2180
Walmart,ORD478671,2024-07-12,PO49200,INR,203.93,36.74,11.67,21.39,657.84,611.79,110.22,B0572130,New,3,Credit Card,Pending,Returned,2025-03-08,Same-Day,"735 Main St, City 29, USA","817 Elm St, City 6, USA",UPS - TRK526116,Product-122,Enjoy your gift!,Bob,John Doe,SN432188,SP-1250
Target,ORD550055,2024-07-04,PO23968,AUD,189.76,29.04,33.45,32.24,1119.36,1138.56,174.24,B0584849,Refurbished,6,PayPal,Shipped,Pending,2025-03-08,Same-Day,"183 Main St, City 58, USA","844 Elm St, City 40, USA",FedEx - TRK594689,Product-19,Happy Birthday!,Charlie,Emma Smith,SN281498,SP-8021
eBay,ORD798311,2024-08-20,PO32574,AUD,255.54,36.72,5.23,65.51,2267.5,2555.4,367.2,B0292871,Used - Acceptable,10,Debit Card,Shipped,Delivered,2025-03-03,Expedited,"993 Main St, City 93, USA","702 Elm St, City 39, USA",Amazon Logistics - TRK351822,Product-339,,Charlie,Emma Smith,SN420334,SP-8960
Best Buy,ORD999995,2024-05-09,PO12024,AUD,157.16,23.34,11.3,43.77,1230.57,1414.44,210.06,B0121960,Used - Like New,9,Gift Card,Delivered,Pending,2025-03-10,Same-Day,"187 Main St, City 46, USA","943 Elm St, City 13, USA",FedEx - TRK655482,Product-106,Happy Birthday!,Alice,,SN769101,SP-1880
Target,ORD273323,2024-10-29,PO31927,AUD,249.89,16.15,49.94,62.2,1426.88,1749.23,113.05,B0739359,New,7,Debit Card,Cancelled,Pending,2025-02-22,Expedited,"851 Main St, City 93, USA","973 Elm St, City 4, USA",DHL - TRK238518,Product-163,Enjoy your gift!,Bob,Emma Smith,SN959442,SP-4092
eBay,ORD915040,2025-02-16,PO96005,GBP,434.54,45.93,20.37,31.18,2246.45,2172.7,229.65,B0823253,New,5,Credit Card,Shipped,Returned,2025-03-03,Standard,"442 Main St, City 97, USA","504 Elm St, City 50, USA",Amazon Logistics - TRK694711,Product-119,,,John Doe,SN531436,SP-3617
Target,ORD766852,2024-09-23,PO32634,AUD,428.51,38.06,19.09,36.66,3869.19,3856.59,342.54,B0456333,Refurbished,9,Credit Card,Pending,Pending,2025-03-19,Expedited,"465 Main St, City 73, USA","524 Elm St, City 55, USA",FedEx - TRK221327,Product-118,,,John Doe,SN819823,SP-8565
Best Buy,ORD233581,2024-06-18,PO20940,AUD,10.81,1.53,38.0,1.03,22.62,21.62,3.06,B0718018,Used - Acceptable,2,PayPal,Shipped,Returned,2025-03-15,Expedited,"877 Main St, City 71, USA","899 Elm St, City 59, USA",Amazon Logistics - TRK148518,Product-304,Enjoy your gift!,Alice,Emma Smith,SN894039,SP-4161
Best Buy,ORD698495,2024-10-08,PO29563,EUR,5.39,0.49,36.71,0.62,36.82,37.73,3.43,B0308051,Refurbished,7,Gift Card,Delivered,Returned,2025-03-17,Two-Day,"462 Main St, City 59, USA","879 Elm St, City 2, USA",UPS - TRK134402,Product-106,Happy Birthday!,Bob,Emma Smith,SN713288,SP-4567
Target,ORD303813,2025-01-25,PO95387,AUD,46.66,3.32,48.15,0.88,245.5,233.3,16.6,B0961252,Used - Like New,5,PayPal,Delivered,Pending,2025-02-21,Expedited,"823 Main St, City 34, USA","579 Elm St, City 41, USA",Amazon Logistics - TRK937996,Product-96,Happy Birthday!,,John Doe,SN486614,SP-9746
Best Buy,ORD368580,2024-12-15,PO41812,AUD,410.42,72.85,25.6,82.48,2805.53,2872.94,509.95,B0391141,Used - Like New,7,Debit Card,Pending,Returned,2025-03-06,Two-Day,"504 Main St, City 44, USA","234 Elm St, City 10, USA",DHL - TRK827780,Product-2,Happy Birthday!,Charlie,Emma Smith,SN826292,SP-3454
Best Buy,ORD671683,2024-05-15,PO54929,AUD,97.57,12.97,31.64,2.72,323.46,292.71,38.91,B0328918,Used - Acceptable,3,Gift Card,Cancelled,In Transit,2025-03-15,Expedited,"421 Main St, City 34, USA","241 Elm St, City 94, USA",Amazon Logistics - TRK445034,Product-341,Happy Birthday!,Charlie,John Doe,SN991429,SP-1526
Target,ORD574994,2024-04-09,PO18794,INR,377.77,37.36,7.08,26.51,2720.34,2644.39,261.52,B0430381,Used - Like New,7,Gift Card,Shipped,Returned,2025-03-09,Expedited,"559 Main St, City 45, USA","840 Elm St, City 35, USA",FedEx - TRK389340,Product-417,Happy Birthday!,,John Doe,SN588635,SP-7470
Target,ORD145677,2024-08-15,PO66046,EUR,271.67,14.42,5.9,5.4,2526.21,2445.03,129.78,B0676689,Used - Acceptable,9,PayPal,Cancelled,Returned,2025-03-18,Same-Day,"643 Main St, City 73, USA","456 Elm St, City 33, USA",UPS - TRK562968,Product-342,Happy Birthday!,Charlie,John Doe,SN280742,SP-8529
Target,ORD136665,2025-01-07,PO63142,INR,49.0,4.67,14.9,5.5,192.68,196.0,18.68,B0169125,Used - Acceptable,4,Debit Card,Pending,Pending,2025-02-28,Two-Day,"465 Main St, City 98, USA","885 Elm St, City 84, USA",UPS - TRK852375,Product-452,,Charlie,,SN364520,SP-2736
Amazon.com,ORD248416,2024-12-20,PO88278,INR,26.79,3.5,32.81,0.58,267.39,241.11,31.5,B0637475,Used - Like New,9,Debit Card,Pending,Delivered,2025-03-16,Standard,"287 Main St, City 61, USA","142 Elm St, City 29, USA",Amazon Logistics - TRK223640,Product-340,Happy Birthday!,,,SN268109,SP-4915
Walmart,ORD610285,2024-07-04,PO25135,USD,425.84,81.8,19.91,74.08,2167.8,2129.2,409.0,B0738904,Used - Like New,5,Gift Card,Pending,Pending,2025-03-14,Two-Day,"240 Main St, City 64, USA","455 Elm St, City 99, USA",USPS - TRK308383,Product-472,Enjoy your gift!,Bob,John Doe,SN583866,SP-1776
Walmart,ORD713941,2025-02-11,PO26307,AUD,496.17,60.13,7.65,9.52,1640.34,1488.51,180.39,B0204585,Used - Like New,3,Debit Card,Shipped,Pending,2025-03-04,Same-Day,"385 Main St, City 15, USA","737 Elm St, City 21, USA",USPS - TRK907822,Product-68,,Bob,Emma Smith,SN249680,SP-5679
eBay,ORD704867,2024-07-31,PO40381,USD,457.92,56.98,12.71,37.78,3816.96,3663.36,455.84,B0705603,New,8,Credit Card,Pending,Delivered,2025-03-20,Same-Day,"855 Main St, City 43, USA","187 Elm St, City 42, USA",UPS - TRK873413,Product-306,Enjoy your gift!,Charlie,Emma Smith,SN354069,SP-1555
Amazon.com,ORD676510,2024-09-28,PO12303,AUD,77.55,15.0,41.36,13.42,79.13,77.55,15.0,B0719821,Used - Like New,1,PayPal,Cancelled,Returned,2025-03-05,Expedited,"846 Main St, City 55, USA","495 Elm St, City 36, USA",FedEx - TRK136618,Product-406,Happy Birthday!,Charlie,Emma Smith,SN338516,SP-3530
eBay,ORD532777,2024-10-04,PO76735,AUD,278.79,48.19,28.16,58.89,2412.81,2509.11,433.71,B0613720,New,9,Debit Card,Pending,In Transit,2025-03-05,Two-Day,"951 Main St, City 17, USA","355 Elm St, City 15, USA",UPS - TRK238380,Product-209,,,John Doe,SN726403,SP-3218
Amazon.com,ORD435526,2024-06-02,PO62863,AUD,14.86,0.75,43.53,3.98,34.89,44.58,2.25,B0559193,Used - Acceptable,3,PayPal,Shipped,Returned,2025-03-21,Same-Day,"517 Main St, City 73, USA","278 Elm St, City 63, USA",UPS - TRK963029,Product-266,Enjoy your gift!,Charlie,,SN114563,SP-3774
Walmart,ORD224567,2024-06-13,PO56134,EUR,17.27,1.33,33.95,5.05,13.55,17.27,1.33,B0202838,Refurbished,1,Debit Card,Cancelled,Delivered,2025-02-27,Two-Day,"806 Main St, City 8, USA","272 Elm St, City 36, USA",USPS - TRK849205,Product-132,Enjoy your gift!,Charlie,Emma Smith,SN987461,SP-5195
Amazon.com,ORD368214,2024-09-27,PO32074,EUR,82.71,9.99,26.18,1.23,457.35,413.55,49.95,B0105008,New,5,Gift Card,Cancelled,Returned,2025-02-24,Expedited,"237 Main St, City 66, USA","590 Elm St, City 40, USA",UPS - TRK644670,Product-28,Happy Birthday!,Bob,John Doe,SN809301,SP-5195
Walmart,ORD601782,2025-02-21,PO28110,GBP,417.34,28.27,29.16,122.85,1936.56,2504.04,169.62,B0226761,Used - Like New,6,Debit Card,Pending,Returned,2025-03-05,Same-Day,"832 Main St, City 30, USA","589 Elm St, City 13, USA",FedEx - TRK427719,Product-23,,Bob,John Doe,SN875070,SP-5383
Target,ORD243622,2024-07-23,PO46608,EUR,315.13,39.63,47.5,77.77,2492.91,2836.17,356.67,B0714734,Used - Acceptable,9,Credit Card,Pending,Pending,2025-03-10,Two-Day,"688 Main St, City 66, USA","115 Elm St, City 68, USA",FedEx - TRK210898,Product-37,Enjoy your gift!,Alice,John Doe,SN794220,SP-7738
Target,ORD928284,2024-06-10,PO62977,AUD,237.33,35.96,47.2,24.56,746.19,711.99,107.88,B0888615,Used - Like New,3,Debit Card,Shipped,Returned,2025-02-23,Standard,"891 Main St, City 64, USA","720 Elm St, City 10, USA",USPS - TRK503358,Product-329,Happy Birthday!,Alice,John Doe,SN565307,SP-4149
Target,ORD400593,2024-07-17,PO52584,USD,56.98,7.92,47.15,15.43,445.23,512.82,71.28,B0691758,Refurbished,9,PayPal,Cancelled,Delivered,2025-02-27,Two-Day,"228 Main St, City 36, USA","950 Elm St, City 71, USA",FedEx - TRK306227,Product-15,,Bob,John Doe,SN252345,SP-3355
Best Buy,ORD844953,2024-04-12,PO49230,AUD,25.14,4.04,25.37,5.04,168.98,175.98,28.28,B0536546,Used - Like New,7,Credit Card,Shipped,Delivered,2025-03-16,Standard,"396 Main St, City 31, USA","414 Elm St, City 48, USA",DHL - TRK582303,Product-185,,Bob,John Doe,SN633194,SP-7177
Amazon.com,ORD542722,2024-08-16,PO57561,USD,374.14,61.4,26.59,64.75,370.79,374.14,61.4,B0943114,Used - Acceptable,1,Credit Card,Delivered,Delivered,2025-03-21,Standard,"721 Main St, City 96, USA","837 Elm St, City 93, USA",FedEx - TRK404204,Product-478,Enjoy your gift!,Charlie,,SN742991,SP-2723
eBay,ORD575976,2024-06-14,PO74486,EUR,249.69,34.9,38.21,47.5,237.09,249.69,34.9,B0864279,Used - Like New,1,PayPal,Pending,Returned,2025-02-20,Same-Day,"471 Main St, City 86, USA","762 Elm St, City 16, USA",USPS - TRK580183,Product-384,Enjoy your gift!,Bob,Emma Smith,SN200171,SP-4520
Best Buy,ORD609743,2025-03-01,PO97318,AUD,251.05,47.0,13.51,30.6,802.35,753.15,141.0,B0895313,New,3,Credit Card,Pending,Pending,2025-02-20,Same-Day,"256 Main St, City 68, USA","918 Elm St, City 74, USA",DHL - TRK660126,Product-312,Enjoy your gift!,Alice,Emma Smith,SN625043,SP-5776
Best Buy,ORD611589,2024-04-27,PO80392,EUR,387.79,55.92,24.91,43.93,3198.24,3102.32,447.36,B0994438,New,8,Debit Card,Pending,Pending,2025-03-06,Two-Day,"197 Main St, City 34, USA","865 Elm St, City 18, USA",USPS - TRK627189,Product-159,Happy Birthday!,Alice,John Doe,SN355729,SP-6708
Best Buy,ORD158520,2024-04-15,PO24965,AUD,383.8,57.26,27.67,103.43,3376.3,3838.0,572.6,B0631497,New,10,Credit Card,Delivered,Pending,2025-03-09,Two-Day,"370 Main St, City 7, USA","280 Elm St, City 28, USA",UPS - TRK511205,Product-72,Enjoy your gift!,Charlie,John Doe,SN375361,SP-1461
Amazon.com,ORD763990,2024-05-22,PO59086,GBP,149.16,18.18,15.46,13.79,1381.95,1342.44,163.62,B0409718,Used - Acceptable,9,Debit Card,Shipped,In Transit,2025-02-25,Standard,"108 Main St, City 15, USA","215 Elm St, City 24, USA",FedEx - TRK286271,Product-100,Enjoy your gift!,Charlie,Emma Smith,SN764056,SP-2447
Best Buy,ORD744437,2024-07-15,PO56986,INR,194.48,25.69,10.58,57.84,162.33,194.48,25.69,B0180061,Refurbished,1,Gift Card,Delivered,Delivered,2025-03-04,Two-Day,"604 Main St, City 73, USA","742 Elm St, City 23, USA",Amazon Logistics - TRK683173,Product-19,Happy Birthday!,Charlie,John Doe,SN287792,SP-6016
eBay,ORD533499,2024-05-15,PO23834,GBP,235.32,26.62,14.81,65.81,980.65,1176.6,133.1,B0576976,Used - Acceptable,5,Gift Card,Pending,Returned,2025-02-20,Standard,"996 Main St, City 90, USA","871 Elm St, City 42, USA",DHL - TRK623113,Product-172,Happy Birthday!,Alice,,SN847077,SP-1352
Best Buy,ORD401718,2024-10-05,PO83526,GBP,144.71,18.33,44.35,18.91,288.26,289.42,36.66,B0635690,Refurbished,2,Gift Card,Delivered,Returned,2025-02-20,Two-Day,"372 Main St, City 9, USA","182 Elm St, City 58, USA",DHL - TRK242725,Product-233,,Alice,John Doe,SN106766,SP-6741
eBay,ORD410078,2025-02-18,PO90125,EUR,330.11,31.98,11.56,41.42,2565.36,2640.88,255.84,B0880141,Used - Like New,8,Gift Card,Shipped,Pending,2025-03-14,Expedited,"623 Main St, City 13, USA","199 Elm St, City 58, USA",USPS - TRK237060,Product-198,Enjoy your gift!,Alice,Emma Smith,SN960416,SP-9626
Walmart,ORD761758,2024-11-21,PO68408,GBP,139.43,13.32,32.87,40.81,783.58,976.01,93.24,B0632134,New,7,Gift Card,Shipped,In Transit,2025-02-28,Two-Day,"615 Main St, City 76, USA","638 Elm St, City 78, USA",FedEx - TRK267870,Product-198,,Charlie,John Doe,SN714126,SP-4905
Target,ORD336577,2025-02-04,PO65357,EUR,470.34,73.88,9.17,32.96,1022.52,940.68,147.76,B0978777,Used - Acceptable,2,Gift Card,Shipped,Returned,2025-03-08,Standard,"665 Main St, City 47, USA","515 Elm St, City 93, USA",Amazon Logistics - TRK786423,Product-459,Enjoy your gift!,Bob,John Doe,SN863787,SP-8551
Amazon.com,ORD121302,2024-11-04,PO38041,USD,45.79,4.38,39.4,5.32,403.65,412.11,39.42,B0973594,Refurbished,9,Credit Card,Shipped,Delivered,2025-02-24,Two-Day,"454 Main St, City 14, USA","700 Elm St, City 47, USA",USPS - TRK712368,Product-168,Happy Birthday!,Bob,,SN364098,SP-9850
eBay,ORD334934,2024-12-30,PO74302,AUD,234.7,35.21,22.8,37.97,2319.4,2347.0,352.1,B0665205,Used - Acceptable,10,Credit Card,Pending,Delivered,2025-03-15,Two-Day,"110 Main St, City 56, USA","946 Elm St, City 12, USA",FedEx - TRK993243,Product-413,Enjoy your gift!,,,SN393803,SP-3443
Walmart,ORD492513,2024-11-27,PO38790,GBP,296.23,21.74,16.07,37.21,1684.56,1777.38,130.44,B0249813,New,6,Gift Card,Shipped,Delivered,2025-02-22,Two-Day,"894 Main St, City 67, USA","199 Elm St, City 80, USA",Amazon Logistics - TRK109662,Product-429,Enjoy your gift!,Alice,John Doe,SN997177,SP-7442
Amazon.com,ORD242842,2025-01-25,PO29084,INR,398.23,25.32,17.89,73.98,3495.7,3982.3,253.2,B0236147,New,10,Gift Card,Cancelled,Delivered,2025-02-26,Expedited,"895 Main St, City 17, USA","187 Elm St, City 74, USA",UPS - TRK983061,Product-53,Happy Birthday!,Charlie,John Doe,SN652446,SP-9779
Target,ORD913845,2024-10-15,PO59407,USD,461.66,25.26,21.59,65.72,2106.0,2308.3,126.3,B0321617,Used - Acceptable,5,Gift Card,Pending,In Transit,2025-03-06,Two-Day,"731 Main St, City 11, USA","370 Elm St, City 20, USA",FedEx - TRK132061,Product-166,Happy Birthday!,,John Doe,SN307013,SP-3617
Walmart,ORD434765,2024-04-03,PO55163,INR,390.12,56.09,40.1,104.43,341.78,390.12,56.09,B0929146,Refurbished,1,Gift Card,Cancelled,Pending,2025-02-24,Two-Day,"291 Main St, City 57, USA","141 Elm St, City 40, USA",UPS - TRK802935,Product-428,Happy Birthday!,,John Doe,SN375464,SP-7435
Walmart,ORD861672,2025-01-14,PO60918,GBP,493.0,45.86,18.79,62.66,952.4,986.0,91.72,B0916551,Used - Like New,2,Debit Card,Shipped,Pending,2025-03-15,Expedited,"434 Main St, City 69, USA","784 Elm St, City 28, USA",FedEx - TRK797909,Product-328,Happy Birthday!,,Emma Smith,SN321243,SP-1246
Target,ORD447685,2024-07-09,PO60311,GBP,442.52,34.82,43.26,23.31,4540.3,4425.2,348.2,B0788704,New,10,Gift Card,Shipped,In Transit,2025-02-22,Expedited,"772 Main St, City 2, USA","770 Elm St, City 38, USA",USPS - TRK714959,Product-305,,,,SN486546,SP-6418
Walmart,ORD824961,2024-09-11,PO42698,GBP,403.18,51.1,47.91,60.98,1179.9,1209.54,153.3,B0774831,Used - Like New,3,Debit Card,Cancelled,Returned,2025-03-19,Two-Day,"802 Main St, City 39, USA","297 Elm St, City 77, USA",UPS - TRK263047,Product-23,,,,SN199197,SP-7948
Best Buy,ORD522960,2024-05-29,PO32031,INR,118.37,10.78,9.99,17.33,670.92,710.22,64.68,B0763968,New,6,Gift Card,Cancelled,In Transit,2025-02-23,Standard,"208 Main St, City 24, USA","183 Elm St, City 52, USA",UPS - TRK840233,Product-1,,Alice,John Doe,SN641959,SP-1219
Walmart,ORD374587,2025-01-09,PO98035,USD,82.12,7.32,7.38,1.24,705.6,656.96,58.56,B0912182,New,8,Debit Card,Cancelled,Delivered,2025-03-19,Standard,"114 Main St, City 40, USA","600 Elm St, City 39, USA",Amazon Logistics - TRK560858,Product-227,Enjoy your gift!,Bob,John Doe,SN768891,SP-6055
Target,ORD537290,2025-03-19,PO23767,USD,24.19,3.31,29.4,4.8,113.5,120.95,16.55,B0810983,New,5,Gift Card,Cancelled,Returned,2025-03-07,Expedited,"278 Main St, City 17, USA","584 Elm St, City 97, USA",UPS - TRK746620,Product-19,Happy Birthday!,,Emma Smith,SN982742,SP-8642
